Labogene Datalogger;;;Date: 7/10-2020;;Time: 09:15
No data...
No data...
No data...
No data...
No data...
No data...
No data...
No data...
No data...
No data...
;;Graf 1;Graf 2;Graf 3;Graf 4;Graf 5;Graf 6;Graf 7;Graf 8;Graf 9;Graf 10;Graf 11;Graf 12;Graf 13;Graf 14;Graf 15;Dig 1;Dig 2;Dig 3;Dig 4;Dig 5;Dig 6;Dig 7;Dig 8;Dig 9;Dig 10;Dig 11;Dig 12;Dig 13;Dig 14;Dig 15;Dig 16
LOG nr;Time;Shelf1;Shelf2;Shelf3;Shelf4;Shelf5;Shelf6;Shelf7;Shelf8;Ice condensor;Product;Actual pressure;Time;-;AutoStep;Configuration;Pressostat1;Pressostat2;Release valve;Vacuum pump;Cool only;Pressostat1 lock;Pressostat2 lock;Wait for low temperature;Manual MODE;Auto MODE;De-ice MODE;Release MODE;Pressure regulation;Vacuum valve;Compressor2;Compressor1
977;01:04-7/10;27,6;83,0;26,5;83,0;23,0;83,0;83,0;83,0;-98,2;27,0;105;717;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
978;01:05-7/10;27,5;83,0;26,4;83,0;23,0;83,0;83,0;83,0;-98,2;27,0;102;718;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
979;01:06-7/10;27,5;83,0;26,5;83,0;23,0;83,0;83,0;83,0;-98,2;27,0;99;719;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
980;01:06-7/10;27,5;83,0;26,5;83,0;23,0;83,0;83,0;83,0;-98,3;27,0;104;720;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
981;01:07-7/10;27,5;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,2;27,0;106;720;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
982;01:08-7/10;27,5;83,0;26,5;83,0;22,9;83,0;83,0;83,0;-98,2;27,0;102;721;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
983;01:09-7/10;27,6;83,0;26,6;83,0;23,1;83,0;83,0;83,0;-98,2;27,0;100;722;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
984;01:09-7/10;27,6;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,3;27,0;106;723;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
985;01:10-7/10;27,6;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,4;27,0;106;723;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
986;01:11-7/10;27,6;83,0;26,6;83,0;23,1;83,0;83,0;83,0;-98,4;27,0;103;724;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
987;01:12-7/10;27,6;83,0;26,6;83,0;23,1;83,0;83,0;83,0;-98,4;27,0;101;725;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
988;01:12-7/10;27,6;83,0;26,6;83,0;22,9;83,0;83,0;83,0;-98,5;27,0;100;726;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
989;01:13-7/10;27,6;83,0;26,6;83,0;23,1;83,0;83,0;83,0;-98,5;27,0;105;726;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
990;01:14-7/10;27,6;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,4;27,0;104;727;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
991;01:15-7/10;27,6;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,5;27,0;101;728;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
992;01:15-7/10;27,6;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;99;729;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
993;01:16-7/10;27,6;83,0;26,6;83,0;23,2;83,0;83,0;83,0;-98,6;27,0;106;729;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
994;01:17-7/10;27,6;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,4;27,0;105;730;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
995;01:18-7/10;27,5;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;102;731;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
996;01:18-7/10;27,6;83,0;26,6;83,0;23,1;83,0;83,0;83,0;-98,6;27,0;100;732;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
997;01:19-7/10;27,6;83,0;26,5;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;102;732;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
998;01:20-7/10;27,6;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,4;27,0;106;733;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
999;01:21-7/10;27,7;83,0;26,6;83,0;22,9;83,0;83,0;83,0;-98,6;27,0;104;734;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1000;01:21-7/10;27,6;83,0;26,6;83,0;23,1;83,0;83,0;83,0;-98,6;27,0;100;735;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1001;01:22-7/10;27,6;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,5;27,0;106;735;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1002;01:23-7/10;27,6;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,5;27,0;106;736;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1003;01:24-7/10;27,6;83,0;26,6;83,0;22,9;83,0;83,0;83,0;-98,6;27,0;103;737;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1004;01:24-7/10;27,7;83,0;26,6;83,0;22,9;83,0;83,0;83,0;-98,5;27,0;101;738;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1005;01:25-7/10;27,7;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;100;738;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1006;01:26-7/10;27,7;83,0;26,7;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;106;739;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1007;01:27-7/10;27,6;83,0;26,6;83,0;22,9;83,0;83,0;83,0;-98,5;27,0;104;740;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1008;01:27-7/10;27,7;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;101;741;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1009;01:28-7/10;27,7;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,7;27,0;99;741;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1010;01:29-7/10;27,7;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;106;742;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1011;01:30-7/10;27,7;83,0;26,6;83,0;23,1;83,0;83,0;83,0;-98,7;27,0;105;743;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1012;01:30-7/10;27,7;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,5;27,0;102;744;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1013;01:31-7/10;27,6;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;99;744;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1014;01:32-7/10;27,7;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;106;745;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1015;01:33-7/10;27,7;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,7;27,0;105;746;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1016;01:33-7/10;27,7;83,0;26,6;83,0;22,9;83,0;83,0;83,0;-98,5;27,0;102;747;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1017;01:34-7/10;27,7;83,0;26,6;83,0;22,9;83,0;83,0;83,0;-98,6;27,0;100;747;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1018;01:35-7/10;27,7;83,0;26,7;83,0;22,9;83,0;83,0;83,0;-98,6;27,0;106;748;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1019;01:36-7/10;27,7;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,7;27,0;104;749;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1020;01:36-7/10;27,7;83,0;26,7;83,0;23,1;83,0;83,0;83,0;-98,7;27,0;102;750;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1021;01:37-7/10;27,7;83,0;26,7;83,0;23,1;83,0;83,0;83,0;-98,6;27,0;100;750;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1022;01:38-7/10;27,7;83,0;26,7;83,0;23,1;83,0;83,0;83,0;-98,6;27,0;104;751;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1023;01:39-7/10;27,7;83,0;26,7;83,0;23,0;83,0;83,0;83,0;-98,7;27,0;105;752;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1024;01:39-7/10;27,7;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;102;753;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1025;01:40-7/10;27,7;83,0;26,7;83,0;22,9;83,0;83,0;83,0;-98,6;27,0;100;753;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1026;01:41-7/10;27,7;83,0;26,7;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;101;754;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1027;01:42-7/10;27,7;83,0;26,7;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;105;755;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1028;01:42-7/10;27,7;83,0;26,8;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;104;755;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1029;01:43-7/10;27,7;83,0;26,8;83,0;23,0;83,0;83,0;83,0;-98,5;27,0;100;756;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1030;01:44-7/10;27,7;83,0;26,7;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;105;757;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1031;01:45-7/10;27,7;83,0;26,8;83,0;23,0;83,0;83,0;83,0;-98,7;27,0;105;758;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1032;01:45-7/10;27,7;83,0;26,8;83,0;22,9;83,0;83,0;83,0;-98,5;27,0;103;758;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1033;01:46-7/10;27,8;83,0;26,7;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;101;759;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1034;01:47-7/10;27,7;83,0;26,7;83,0;22,9;83,0;83,0;83,0;-98,6;27,0;99;760;1777;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1035;01:47-7/10;27,8;83,0;26,7;83,0;23,1;83,0;83,0;83,0;-98,4;27,0;106;761;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1036;01:48-7/10;27,8;83,0;26,8;83,0;22,9;83,0;83,0;83,0;-98,6;27,0;103;761;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1037;01:49-7/10;27,9;83,0;26,6;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;101;762;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1038;01:50-7/10;27,7;83,0;26,7;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;106;763;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1039;01:50-7/10;27,7;83,0;26,8;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;105;764;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1040;01:51-7/10;27,7;83,0;26,8;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;103;764;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1041;01:52-7/10;27,8;83,0;26,8;83,0;23,0;83,0;83,0;83,0;-98,7;27,0;100;765;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1042;01:53-7/10;27,8;83,0;26,8;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;107;766;1791;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1043;01:53-7/10;27,8;83,0;26,8;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;106;767;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1044;01:54-7/10;27,8;83,0;26,7;83,0;23,0;83,0;83,0;83,0;-98,7;27,0;102;767;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1045;01:55-7/10;27,8;83,0;26,8;83,0;23,0;83,0;83,0;83,0;-98,7;27,0;100;768;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1046;01:56-7/10;27,8;83,0;26,8;83,0;23,0;83,0;83,0;83,0;-98,8;27,0;107;769;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1047;01:56-7/10;27,8;83,0;26,9;83,0;23,1;83,0;83,0;83,0;-98,6;27,0;106;770;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1048;01:57-7/10;27,9;83,0;26,8;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;102;770;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1049;01:58-7/10;27,7;83,0;26,8;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;100;771;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1050;01:59-7/10;27,8;83,0;26,8;83,0;22,9;83,0;83,0;83,0;-98,7;27,0;106;772;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1051;01:59-7/10;27,9;83,0;26,8;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;105;773;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1052;02:00-7/10;27,8;83,0;26,9;83,0;23,0;83,0;83,0;83,0;-98,8;27,0;102;773;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1053;02:01-7/10;27,8;83,0;26,9;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;99;774;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1054;02:02-7/10;27,8;83,0;26,9;83,0;23,1;83,0;83,0;83,0;-98,7;27,0;106;775;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1055;02:02-7/10;27,9;83,0;26,8;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;105;776;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1056;02:03-7/10;27,8;83,0;26,9;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;101;776;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1057;02:04-7/10;27,8;83,0;26,9;83,0;23,0;83,0;83,0;83,0;-98,4;27,0;105;777;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1058;02:05-7/10;27,9;83,0;26,9;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;106;778;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1059;02:05-7/10;27,8;83,0;27,0;83,0;22,9;83,0;83,0;83,0;-98,7;27,0;103;779;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1060;02:06-7/10;28,0;83,0;26,9;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;99;779;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1061;02:07-7/10;27,8;83,0;26,9;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;106;780;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1062;02:08-7/10;27,9;83,0;26,9;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;106;781;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1063;02:08-7/10;27,8;83,0;26,9;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;103;782;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1064;02:09-7/10;27,9;83,0;26,9;83,0;23,0;83,0;83,0;83,0;-98,6;27,0;103;782;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1065;02:10-7/10;27,9;83,0;26,9;83,0;23,0;83,0;83,0;83,0;-98,5;28,0;106;783;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1066;02:11-7/10;27,9;83,0;26,9;83,0;23,0;83,0;83,0;83,0;-98,3;28,0;103;784;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1067;02:11-7/10;28,0;83,0;27,0;83,0;23,0;83,0;83,0;83,0;-98,4;28,0;100;785;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1068;02:12-7/10;27,9;83,0;27,0;83,0;23,0;83,0;83,0;83,0;-98,5;28,0;106;785;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1069;02:13-7/10;28,0;83,0;26,9;83,0;23,0;83,0;83,0;83,0;-98,2;28,0;105;786;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1070;02:14-7/10;27,9;83,0;26,9;83,0;23,0;83,0;83,0;83,0;-98,3;28,0;103;787;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1071;02:14-7/10;28,0;83,0;27,0;83,0;23,0;83,0;83,0;83,0;-98,3;28,0;106;788;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1072;02:15-7/10;28,0;83,0;27,0;83,0;23,0;83,0;83,0;83,0;-98,2;28,0;106;788;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1073;02:16-7/10;28,0;83,0;27,0;83,0;22,9;83,0;83,0;83,0;-98,1;28,0;104;789;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1074;02:17-7/10;28,0;83,0;27,0;83,0;22,9;83,0;83,0;83,0;-98,2;28,0;100;790;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1075;02:17-7/10;28,0;83,0;27,0;83,0;23,1;83,0;83,0;83,0;-98,3;28,0;106;791;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1076;02:18-7/10;28,0;83,0;26,9;83,0;23,0;83,0;83,0;83,0;-98,4;28,0;105;791;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1077;02:19-7/10;28,0;83,0;27,0;83,0;22,9;83,0;83,0;83,0;-98,2;28,0;101;792;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1078;02:20-7/10;28,0;83,0;27,0;83,0;23,0;83,0;83,0;83,0;-98,1;28,0;103;793;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1079;02:20-7/10;28,0;83,0;27,0;83,0;23,0;83,0;83,0;83,0;-98,4;28,0;105;794;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1080;02:21-7/10;28,0;83,0;27,1;83,0;23,0;83,0;83,0;83,0;-98,4;28,0;103;794;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1081;02:22-7/10;28,0;83,0;26,9;83,0;23,0;83,0;83,0;83,0;-98,2;28,0;99;795;1777;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1082;02:23-7/10;28,1;83,0;27,0;83,0;22,9;83,0;83,0;83,0;-98,3;28,0;106;796;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1083;02:23-7/10;28,0;83,0;27,0;83,0;22,9;83,0;83,0;83,0;-98,4;28,0;103;797;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1084;02:24-7/10;28,0;83,0;27,1;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;100;797;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1085;02:25-7/10;28,1;83,0;27,0;83,0;22,9;83,0;83,0;83,0;-98,4;28,0;108;798;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1086;02:26-7/10;28,0;83,0;27,0;83,0;22,9;83,0;83,0;83,0;-98,4;28,0;104;799;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1087;02:26-7/10;28,0;83,0;27,1;83,0;23,1;83,0;83,0;83,0;-98,4;28,0;102;800;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1088;02:27-7/10;28,1;83,0;27,0;83,0;22,9;83,0;83,0;83,0;-98,7;28,0;99;800;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1089;02:28-7/10;28,1;83,0;27,0;83,0;23,0;83,0;83,0;83,0;-98,5;28,0;106;801;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1090;02:29-7/10;28,2;83,0;27,1;83,0;22,9;83,0;83,0;83,0;-98,4;28,0;103;802;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1091;02:29-7/10;28,0;83,0;27,1;83,0;22,9;83,0;83,0;83,0;-98,5;28,0;100;803;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1092;02:30-7/10;28,2;83,0;27,0;83,0;23,0;83,0;83,0;83,0;-98,7;28,0;106;803;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1093;02:31-7/10;28,1;83,0;27,1;83,0;23,0;83,0;83,0;83,0;-98,4;28,0;105;804;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1094;02:32-7/10;28,1;83,0;27,1;83,0;23,0;83,0;83,0;83,0;-98,3;28,0;103;805;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1095;02:32-7/10;28,0;83,0;27,1;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;105;806;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1096;02:33-7/10;28,1;83,0;27,2;83,0;23,0;83,0;83,0;83,0;-98,7;28,0;105;806;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1097;02:34-7/10;28,1;83,0;27,0;83,0;23,0;83,0;83,0;83,0;-98,5;28,0;103;807;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1098;02:35-7/10;28,1;83,0;27,2;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;100;808;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1099;02:35-7/10;28,1;83,0;27,2;83,0;23,0;83,0;83,0;83,0;-98,5;28,0;106;809;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1100;02:36-7/10;28,0;83,0;27,1;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;105;809;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1101;02:37-7/10;28,1;83,0;27,1;83,0;22,9;83,0;83,0;83,0;-98,5;28,0;100;810;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1102;02:38-7/10;28,2;83,0;27,1;83,0;23,0;83,0;83,0;83,0;-98,5;28,0;106;811;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1103;02:38-7/10;28,1;83,0;27,2;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;106;811;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1104;02:39-7/10;28,2;83,0;27,1;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;102;812;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1105;02:40-7/10;28,1;83,0;27,1;83,0;22,9;83,0;83,0;83,0;-98,6;28,0;100;813;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1106;02:41-7/10;28,1;83,0;27,2;83,0;23,0;83,0;83,0;83,0;-98,5;28,0;106;814;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1107;02:41-7/10;28,2;83,0;27,1;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;105;814;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1108;02:42-7/10;28,1;83,0;27,2;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;102;815;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1109;02:43-7/10;28,1;83,0;27,2;83,0;23,0;83,0;83,0;83,0;-98,5;28,0;104;816;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1110;02:44-7/10;28,1;83,0;27,1;83,0;23,1;83,0;83,0;83,0;-98,7;28,0;106;817;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1111;02:44-7/10;28,2;83,0;27,2;83,0;23,1;83,0;83,0;83,0;-98,6;28,0;103;817;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1112;02:45-7/10;28,2;83,0;27,1;83,0;22,9;83,0;83,0;83,0;-98,6;28,0;99;818;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1113;02:46-7/10;28,2;83,0;27,2;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;106;819;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1114;02:46-7/10;28,2;83,0;27,2;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;102;820;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1115;02:47-7/10;28,2;83,0;27,2;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;100;820;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1116;02:48-7/10;28,2;83,0;27,2;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;106;821;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1117;02:49-7/10;28,2;83,0;27,2;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;105;822;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
